## Time start 1629246549.507404, Time end 1629246550.684653, Time diff 1.177250
## Group1.Pos.CurrentPosition;Group2.Pos.CurrentPosition;Group3.Pos.CurrentPosition;Group1.Pos.SetpointPosition;Group2.Pos.SetpointPosition;Group3.Pos.SetpointPosition;Group1.Pos.CurrentVelocity;Group2.Pos.CurrentVelocity;Group3.Pos.CurrentVelocity;Group1.Pos.SetpointVelocity;Group2.Pos.SetpointVelocity;Group3.Pos.SetpointVelocity;Group1.Pos.CurrentAcceleration;Group2.Pos.CurrentAcceleration;Group3.Pos.CurrentAcceleration;Group1.Pos.SetpointAcceleration;Group2.Pos.SetpointAcceleration;Group3.Pos.SetpointAcceleration
10.00125;199.9999;110.00482497;10.00613430763;200;110.00482497;0.7385100635505;1.290634266127e-10;-2.081668171172e-13;1.571183160318;0;0;3576.507249077;-6.184669496933e-23;9.971694880059e-26;317.920509807;0;0
10.00125;199.9999;110.00482497;10.00794645919;200;110.00482497;0.3938233161895;1.290634266127e-10;-2.081668171172e-13;1.909685941608;0;0;-255.5591975063;-6.184669496933e-23;9.971694880059e-26;357.1082244394;0;0
10.00125;199.9999;110.00482497;10.01010843029;200;110.00482497;0.2100131224051;1.290634266127e-10;-2.081668171172e-13;2.284469337039;0;0;-136.281380055;-6.184669496933e-23;9.971694880059e-26;393.5051225995;0;0
10.00125;199.9999;110.00482497;10.01268652143;200;110.00482497;0.1119931445622;1.290634266127e-10;-2.081668171172e-13;2.69553334661;0;0;-72.6744125468;-6.184669496933e-23;9.971694880059e-26;426.8786362478;0;0
10.00125;199.9999;110.00482497;10.01568029538;200;110.00482497;0.05972228918408;1.290634266127e-10;-2.081668171172e-13;3.137296337377;0;0;-38.75489253844;-6.184669496933e-23;9.971694880059e-26;457.4613334238;0;0
10.00125;199.9999;110.00482497;10.01915549447;200;110.00482497;0.03184794782953;1.290634266127e-10;-2.081668171172e-13;3.609293173261;0;0;-20.66671945506;-6.184669496933e-23;9.971694880059e-26;485.0206460882;0;0
10.00125;199.9999;110.00482497;10.02310107638;200;110.00482497;0.01698347124254;1.290634266127e-10;-2.081668171172e-13;4.106407357396;0;0;-11.02088704311;-6.184669496933e-23;9.971694880059e-26;509.7891422801;0;0
10.0025;199.9999;110.00482497;10.027581295;200;110.00482497;0.6206179249384;1.290634266127e-10;-2.081668171172e-13;4.627708617625;0;0;-402.7303928735;-6.184669496933e-23;9.971694880059e-26;531.5342539604;0;0
10.0025;199.9999;110.00482497;10.03257543316;200;110.00482497;0.330955285991;1.290634266127e-10;-2.081668171172e-13;5.168545593159;0;0;-214.7629757272;-6.184669496933e-23;9.971694880059e-26;550.4885491684;0;0
10.005;199.9999;110.00482497;10.03814532607;200;110.00482497;1.361591243456;1.290634266127e-10;-2.081668171172e-13;5.727522875764;0;0;3172.178404718;-6.184669496933e-23;9.971694880059e-26;566.4194598646;0;0
10.00625;199.9999;110.00482497;10.04426151201;200;110.00482497;1.337653369633;1.290634266127e-10;-2.081668171172e-13;6.300454240731;0;0;-868.0278887178;-6.184669496933e-23;9.971694880059e-26;579.5595540886;0;0
10.00875;199.9999;110.00482497;10.05098247717;200;110.00482497;1.840147216222;1.290634266127e-10;-2.081668171172e-13;6.885479143745;0;0;-1194.105393297;-6.184669496933e-23;9.971694880059e-26;589.6762638008;0;0
10.0125;199.9999;110.00482497;10.05827094556;200;110.00482497;2.660689234415;1.290634266127e-10;-2.081668171172e-13;7.478876496175;0;0;-1726.570209541;-6.184669496933e-23;9.971694880059e-26;597.0021570407;0;0
10.0175;199.9999;110.00482497;10.06618112414;200;110.00482497;3.436856268078;1.290634266127e-10;-2.081668171172e-13;8.078320617629;0;0;1825.500738631;-6.184669496933e-23;9.971694880059e-26;601.3046657688;0;0
10.0225;199.9999;110.00482497;10.07466885288;200;110.00482497;4.161877380946;1.290634266127e-10;-2.081668171172e-13;8.680555555556;0;0;1355.021195742;-6.184669496933e-23;9.971694880059e-26;602.8163580247;0;0
10.02875;199.9999;110.00482497;10.08378312922;200;110.00482497;5.136472351511;1.290634266127e-10;-2.081668171172e-13;9.282790493482;0;0;722.5885836322;-6.184669496933e-23;9.971694880059e-26;601.3046657688;0;0
10.03625;199.9999;110.00482497;10.09347383941;200;110.00482497;6.282311038302;1.290634266127e-10;-2.081668171172e-13;9.882234614936;0;0;4034.77279292;-6.184669496933e-23;9.971694880059e-26;597.0021570407;0;0
10.04375;199.9999;110.00482497;10.10378384107;200;110.00482497;6.881209940895;1.290634266127e-10;-2.081668171172e-13;10.47563196737;0;0;-409.6037469614;-6.184669496933e-23;9.971694880059e-26;589.6762638008;0;0
10.0525;199.9999;110.00482497;10.11465799698;200;110.00482497;8.004827432313;1.290634266127e-10;-2.081668171172e-13;11.06065687038;0;0;-1138.73981535;-6.184669496933e-23;9.971694880059e-26;579.5595540886;0;0
10.06375;199.9999;110.00482497;10.1261320947;200;110.00482497;9.312297599145;1.290634266127e-10;-2.081668171172e-13;11.63358823535;0;0;2068.558751996;-6.184669496933e-23;9.971694880059e-26;566.4194598646;0;0
10.07375;199.9999;110.00482497;10.13814690382;200;110.00482497;9.614998747902;1.290634266127e-10;-2.081668171172e-13;12.19256551795;0;0;-2183.609614417;-6.184669496933e-23;9.971694880059e-26;550.4885491684;0;0
10.08625;199.9999;110.00482497;10.15073021155;200;110.00482497;10.96152298202;1.290634266127e-10;-2.081668171172e-13;12.73340249349;0;0;998.3460499381;-6.184669496933e-23;9.971694880059e-26;531.5342539604;0;0
10.09875;199.9999;110.00482497;10.16381962455;200;110.00482497;11.67958041331;1.290634266127e-10;-2.081668171172e-13;13.25470375372;0;0;532.3853681906;-6.184669496933e-23;9.971694880059e-26;509.7891422801;0;0
10.1125;199.9999;110.00482497;10.17743399942;200;110.00482497;12.63679119544;1.290634266127e-10;-2.081668171172e-13;13.75181793785;0;0;-88.76632411951;-6.184669496933e-23;9.971694880059e-26;485.0206460882;0;0
10.12625;199.9999;110.00482497;10.19150871018;200;110.00482497;13.14724046772;1.290634266127e-10;-2.081668171172e-13;14.22381477373;0;0;-420.0062508275;-6.184669496933e-23;9.971694880059e-26;457.4613334238;0;0
10.14125;199.9999;110.00482497;10.20605275253;200;110.00482497;13.90330693957;1.290634266127e-10;-2.081668171172e-13;14.6655777645;0;0;-910.6316984919;-6.184669496933e-23;9.971694880059e-26;426.8786362478;0;0
10.1575;199.9999;110.00482497;10.22100019811;200;110.00482497;15.00773557222;1.290634266127e-10;-2.081668171172e-13;15.07664177407;0;0;2428.424257009;-6.184669496933e-23;9.971694880059e-26;393.5051225995;0;0
10.17375;199.9999;110.00482497;10.23634925148;200;110.00482497;15.69379946157;1.290634266127e-10;-2.081668171172e-13;15.4514251695;0;0;1983.224773405;-6.184669496933e-23;9.971694880059e-26;357.1082244394;0;0
10.19;199.9999;110.00482497;10.25203361215;200;110.00482497;15.94652412597;1.290634266127e-10;-2.081668171172e-13;15.78992795079;0;0;-2236.512932583;-6.184669496933e-23;9.971694880059e-26;317.920509807;0;0
10.2075;199.9999;110.00482497;10.2680399121;200;110.00482497;16.6738817642;1.290634266127e-10;-2.081668171172e-13;16.08642894418;0;0;1347.231330531;-6.184669496933e-23;9.971694880059e-26;276.8722508597;0;0
10.225;199.9999;110.00482497;10.28430456723;200;110.00482497;17.09073813172;1.290634266127e-10;-2.081668171172e-13;16.34450969745;0;0;1076.725562138;-6.184669496933e-23;9.971694880059e-26;238.1496723061;0;0
10.24375;199.9999;110.00482497;10.30080953958;200;110.00482497;17.58704666168;1.290634266127e-10;-2.081668171172e-13;16.56389112898;0;0;754.6618233494;-6.184669496933e-23;9.971694880059e-26;202.4504782641;0;0
10.26125;199.9999;110.00482497;10.31750253853;200;110.00482497;17.83366388216;1.290634266127e-10;-2.081668171172e-13;16.75034092614;0;0;594.6273704281;-6.184669496933e-23;9.971694880059e-26;169.5421006944;0;0
10.28;199.9999;110.00482497;10.33436571216;200;110.00482497;18.26134785227;1.290634266127e-10;-2.081668171172e-13;16.90413817057;0;0;317.0953714456;-6.184669496933e-23;9.971694880059e-26;139.6571076365;0;0
10.29875;199.9999;110.00482497;10.3513577471;200;110.00482497;18.4894177564;1.290634266127e-10;-2.081668171172e-13;17.03058541357;0;0;169.096613437;-6.184669496933e-23;9.971694880059e-26;112.5629310509;0;0
10.31875;199.9999;110.00482497;10.36846190774;200;110.00482497;18.84135414005;1.290634266127e-10;-2.081668171172e-13;17.13042687287;0;0;-59.28138268874;-6.184669496933e-23;9.971694880059e-26;88.492138977;0;0
10.3375;199.9999;110.00482497;10.38564692763;200;110.00482497;19.11410632099;1.290634266127e-10;-2.081668171172e-13;17.20849996368;0;0;-236.2752924299;-6.184669496933e-23;9.971694880059e-26;67.21216337544;0;0
10.3575;199.9999;110.00482497;10.40289811778;200;110.00482497;19.20534102456;1.290634266127e-10;-2.081668171172e-13;17.26601403982;0;0;-295.4791705881;-6.184669496933e-23;9.971694880059e-26;48.95557228557;0;0
10.3775;199.9999;110.00482497;10.42019332842;200;110.00482497;19.61893750283;1.290634266127e-10;-2.081668171172e-13;17.30734138041;0;0;3491.870483439;-6.184669496933e-23;9.971694880059e-26;33.48979766804;0;0
10.39625;199.9999;110.00482497;10.4375208474;200;110.00482497;19.52876615254;1.290634266127e-10;-2.081668171172e-13;17.33415647535;0;0;-505.3556882067;-6.184669496933e-23;9.971694880059e-26;21.0474075622;0;0
10.41625;199.9999;110.00482497;10.45486671135;200;110.00482497;19.42646558062;1.290634266127e-10;-2.081668171172e-13;17.35036646769;0;0;-438.970964427;-6.184669496933e-23;9.971694880059e-26;11.39583392871;0;0
10.43625;199.9999;110.00482497;10.47222311528;200;110.00482497;19.66287278385;1.290634266127e-10;-2.081668171172e-13;17.3581109834;0;0;-592.3799492657;-6.184669496933e-23;9.971694880059e-26;4.767644806908;0;0
10.455;199.9999;110.00482497;10.48958335194;200;110.00482497;19.51492839741;1.290634266127e-10;-2.081668171172e-13;17.36083202946;0;0;-496.3761142442;-6.184669496933e-23;9.971694880059e-26;0.9302721574455;0;0
10.475;199.9999;110.00482497;10.50694443514;200;110.00482497;19.38822549816;1.290634266127e-10;-2.081668171172e-13;17.36108785431;0;0;-414.1562711777;-6.184669496933e-23;9.971694880059e-26;-0.1162840196807;0;0
10.495;199.9999;110.00482497;10.52430507181;200;110.00482497;19.68748354851;1.290634266127e-10;-2.081668171172e-13;17.36022735256;0;0;3447.38969293;-6.184669496933e-23;9.971694880059e-26;-2.093112354252;0;0
10.51375;199.9999;110.00482497;10.54166242463;200;110.00482497;19.24992938238;1.290634266127e-10;-2.081668171172e-13;17.3557387894;0;0;-324.4133765489;-6.184669496933e-23;9.971694880059e-26;-7.093325200522;0;0
10.5325;199.9999;110.00482497;10.55901147941;200;110.00482497;19.23287540451;1.290634266127e-10;-2.081668171172e-13;17.34511043;0;0;-313.346736462;-6.184669496933e-23;9.971694880059e-26;-14.88435451913;0;0
10.5525;199.9999;110.00482497;10.57634273809;200;110.00482497;19.26867670086;1.290634266127e-10;-2.081668171172e-13;17.32480724017;0;0;-336.578856524;-6.184669496933e-23;9.971694880059e-26;-25.69876834943;0;0
10.57125;199.9999;110.00482497;10.59364672119;200;110.00482497;19.02659335796;1.290634266127e-10;-2.081668171172e-13;17.29278262115;0;0;-179.4865201949;-6.184669496933e-23;9.971694880059e-26;-39.30399865207;0;0
10.59;199.9999;110.00482497;10.61090630239;200;110.00482497;19.14275786688;1.290634266127e-10;-2.081668171172e-13;17.24503640267;0;0;-254.8678078421;-6.184669496933e-23;9.971694880059e-26;-55.93261346641;0;0
10.60875;199.9999;110.00482497;10.6281084672;200;110.00482497;18.95944495306;1.290634266127e-10;-2.081668171172e-13;17.17998712206;0;0;-135.9126845101;-6.184669496933e-23;9.971694880059e-26;-75.35204475309;0;0
10.6275;199.9999;110.00482497;10.6452275308;200;110.00482497;18.8616901584;1.290634266127e-10;-2.081668171172e-13;17.09316947296;0;0;-72.47779924302;-6.184669496933e-23;9.971694880059e-26;-97.79486055146;0;0
10.64625;199.9999;110.00482497;10.66224787392;200;110.00482497;18.56430106106;1.290634266127e-10;-2.081668171172e-13;16.9834671288;0;0;120.5034589423;-6.184669496933e-23;9.971694880059e-26;-123.0284928222;0;0
10.66375;199.9999;110.00482497;10.67913432296;200;110.00482497;18.31511643006;1.290634266127e-10;-2.081668171172e-13;16.84594964712;0;0;282.2039518047;-6.184669496933e-23;9.971694880059e-26;-151.2855096046;0;0
10.6825;199.9999;110.00482497;10.69586958418;200;110.00482497;18.20270064486;1.290634266127e-10;-2.081668171172e-13;16.67996583743;0;0;355.1526236334;-6.184669496933e-23;9.971694880059e-26;-182.3333428593;0;0
10.7;199.9999;110.00482497;10.71240806492;200;110.00482497;18.1969681087;1.290634266127e-10;-2.081668171172e-13;16.48012012121;0;0;358.8725718468;-6.184669496933e-23;9.971694880059e-26;-216.4045606258;0;0
10.7175;199.9999;110.00482497;10.72873172722;200;110.00482497;17.9029503745;1.290634266127e-10;-2.081668171172e-13;16.24622644402;0;0;549.6660904467;-6.184669496933e-23;9.971694880059e-26;-253.2665948645;0;0
10.735;199.9999;110.00482497;10.74478362912;200;110.00482497;17.71718003609;1.290634266127e-10;-2.081668171172e-13;15.97242409128;0;0;670.2158818175;-6.184669496933e-23;9.971694880059e-26;-293.152013615;0;0
10.7525;199.9999;110.00482497;10.76054617916;200;110.00482497;17.32912965933;1.290634266127e-10;-2.081668171172e-13;15.65955030793;0;0;922.0289126922;-6.184669496933e-23;9.971694880059e-26;-333.9677045229;0;0
10.76875;199.9999;110.00482497;10.77595356059;200;110.00482497;17.10299959834;1.290634266127e-10;-2.081668171172e-13;15.30560500882;0;0;-2986.971149501;-6.184669496933e-23;9.971694880059e-26;-371.9925789585;0;0
10.785;199.9999;110.00482497;10.79099705677;200;110.00482497;16.63402824627;1.290634266127e-10;-2.081668171172e-13;14.91649542217;0;0;-2682.647008547;-6.184669496933e-23;9.971694880059e-26;-407.2266369218;0;0
10.80125;199.9999;110.00482497;10.8056104044;200;110.00482497;16.38394112872;1.290634266127e-10;-2.081668171172e-13;14.49231457518;0;0;-2520.360875559;-6.184669496933e-23;9.971694880059e-26;-439.4373103733;0;0
10.8175;199.9999;110.00482497;10.81979623616;200;110.00482497;16.35955710753;1.290634266127e-10;-2.081668171172e-13;14.03855107358;0;0;1551.202384836;-6.184669496933e-23;9.971694880059e-26;-468.8571673525;0;0
10.8325;199.9999;110.00482497;10.83348903298;200;110.00482497;15.83598405393;1.290634266127e-10;-2.081668171172e-13;13.55576308067;0;0;1890.958574764;-6.184669496933e-23;9.971694880059e-26;-495.2536398201;0;0
10.8475;199.9999;110.00482497;10.84670184658;200;110.00482497;15.16626542875;1.290634266127e-10;-2.081668171172e-13;13.0489740661;0;0;2325.551315637;-6.184669496933e-23;9.971694880059e-26;-518.8592958152;0;0
10.86125;199.9999;110.00482497;10.85937083238;200;110.00482497;14.74967291532;1.290634266127e-10;-2.081668171172e-13;12.51920732923;0;0;-1459.854156038;-6.184669496933e-23;9.971694880059e-26;-539.4415672987;0;0
10.875;199.9999;110.00482497;10.87151853087;200;110.00482497;14.31123834339;1.290634266127e-10;-2.081668171172e-13;11.97102120366;0;0;-1175.345893689;-6.184669496933e-23;9.971694880059e-26;-557.2330223099;0;0
10.8875;199.9999;110.00482497;10.88308370224;200;110.00482497;13.46587430018;1.290634266127e-10;-2.081668171172e-13;11.40590412481;0;0;-626.7736086084;-6.184669496933e-23;9.971694880059e-26;-572.0010928093;0;0
10.9;199.9999;110.00482497;10.89409744549;200;110.00482497;13.01506924373;1.290634266127e-10;-2.081668171172e-13;10.82794929019;0;0;-334.2379112038;-6.184669496933e-23;9.971694880059e-26;-583.9783468364;0;0
10.9125;199.9999;110.00482497;10.90450205583;200;110.00482497;12.7746696188;1.290634266127e-10;-2.081668171172e-13;10.23911027134;0;0;-178.238170453;-6.184669496933e-23;9.971694880059e-26;-592.9322163518;0;0
10.92375;199.9999;110.00482497;10.91433626049;200;110.00482497;12.14003768269;1.290634266127e-10;-2.081668171172e-13;9.643015129649;0;0;233.5861721822;-6.184669496933e-23;9.971694880059e-26;-599.0952693949;0;0
10.93375;199.9999;110.00482497;10.92354682;200;110.00482497;11.13896293026;1.290634266127e-10;-2.081668171172e-13;9.042082572743;0;0;883.2020020535;-6.184669496933e-23;9.971694880059e-26;-602.2349379263;0;0
10.94375;199.9999;110.00482497;10.93217915955;200;110.00482497;10.57426157486;1.290634266127e-10;-2.081668171172e-13;8.439475525954;0;0;1249.647103917;-6.184669496933e-23;9.971694880059e-26;-602.5837899853;0;0
10.9525;199.9999;110.00482497;10.94018543524;200;110.00482497;9.647421483168;1.290634266127e-10;-2.081668171172e-13;7.838077832969;0;0;-2204.649324016;-6.184669496933e-23;9.971694880059e-26;-599.9092575327;0;0
10.96125;199.9999;110.00482497;10.94761683995;200;110.00482497;9.122307049744;1.290634266127e-10;-2.081668171172e-13;7.240587283046;0;0;-1863.892904362;-6.184669496933e-23;9.971694880059e-26;-594.4439086077;0;0
10.96875;199.9999;110.00482497;10.95443185563;200;110.00482497;8.294158048411;1.290634266127e-10;-2.081668171172e-13;6.65035285595;0;0;-1326.491776756;-6.184669496933e-23;9.971694880059e-26;-585.955175171;0;0
10.97625;199.9999;110.00482497;10.96068651257;200;110.00482497;7.852533211998;1.290634266127e-10;-2.081668171172e-13;6.069607204861;0;0;-1039.913293077;-6.184669496933e-23;9.971694880059e-26;-574.675625262;0;0
10.9825;199.9999;110.00482497;10.96634654885;200;110.00482497;7.104578664536;1.290634266127e-10;-2.081668171172e-13;5.502164445623;0;0;-554.5518224458;-6.184669496933e-23;9.971694880059e-26;-560.3726908412;0;0
10.9875;199.9999;110.00482497;10.97147190191;200;110.00482497;6.324859574648;1.290634266127e-10;-2.081668171172e-13;4.949792095336;0;0;-4104.317775951;-6.184669496933e-23;9.971694880059e-26;-543.2789399482;0;0
10.9925;199.9999;110.00482497;10.97603649621;200;110.00482497;5.59367069016;1.290634266127e-10;-2.081668171172e-13;4.416769405924;0;0;-3629.83585255;-6.184669496933e-23;9.971694880059e-26;-523.1618045434;0;0
10.9975;199.9999;110.00482497;10.98010324607;200;110.00482497;5.286021479242;1.290634266127e-10;-2.081668171172e-13;3.904398758407;0;0;625.5434024558;-6.184669496933e-23;9.971694880059e-26;-500.2538526663;0;0
11.00125;199.9999;110.00482497;10.98365519262;200;110.00482497;4.607240802666;1.290634266127e-10;-2.081668171172e-13;3.417424540788;0;0;1066.016675254;-6.184669496933e-23;9.971694880059e-26;-474.3225162775;0;0
11.00375;199.9999;110.00482497;10.98675729676;200;110.00482497;3.574887021709;1.290634266127e-10;-2.081668171172e-13;2.956683998009;0;0;-2319.809977919;-6.184669496933e-23;9.971694880059e-26;-445.6003634164;0;0
11.0075;199.9999;110.00482497;10.98940264657;200;110.00482497;3.308117637291;1.290634266127e-10;-2.081668171172e-13;2.527386654152;0;0;1909.041605356;-6.184669496933e-23;9.971694880059e-26;-413.8548260436;0;0
11.00875;199.9999;110.00482497;10.99165731929;200;110.00482497;2.631637083133;1.290634266127e-10;-2.081668171172e-13;2.129904618079;0;0;-1707.717733919;-6.184669496933e-23;9.971694880059e-26;-379.3184721984;0;0
11.01;199.9999;110.00482497;10.99352538021;200;110.00482497;1.909800836402;1.290634266127e-10;-2.081668171172e-13;1.769912549952;0;0;-1239.304909276;-6.184669496933e-23;9.971694880059e-26;-341.7587338415;0;0
11.01125;199.9999;110.00482497;10.9950730926;200;110.00482497;1.524869122582;1.290634266127e-10;-2.081668171172e-13;1.447317422554;0;0;-989.5156361892;-6.184669496933e-23;9.971694880059e-26;-301.4081790123;0;0
11.0125;199.9999;110.00482497;10.99631581527;200;110.00482497;1.194022278798;1.290634266127e-10;-2.081668171172e-13;1.167096191927;0;0;3280.916989698;-6.184669496933e-23;9.971694880059e-26;-261.0576241831;0;0
11.0125;199.9999;110.00482497;10.99731514153;200;110.00482497;0.8530124949849;1.290634266127e-10;-2.081668171172e-13;0.92427190203;0;0;-553.5355062015;-6.184669496933e-23;9.971694880059e-26;-223.4978858263;0;0
11.0125;199.9999;110.00482497;10.99808914657;200;110.00482497;0.4548837261741;1.290634266127e-10;-2.081668171172e-13;0.7189375800778;0;0;-295.1824212578;-6.184669496933e-23;9.971694880059e-26;-188.9615319811;0;0
11.0125;199.9999;110.00482497;10.99868785112;200;110.00482497;0.2425746463891;1.290634266127e-10;-2.081668171172e-13;0.5454185659103;0;0;-157.4111522087;-6.184669496933e-23;9.971694880059e-26;-157.2159946083;0;0
11.0125;199.9999;110.00482497;10.99912895827;200;110.00482497;0.129357142681;1.290634266127e-10;-2.081668171172e-13;0.4033427506644;0;0;-83.94223048271;-6.184669496933e-23;9.971694880059e-26;-128.4938417472;0;0
11.0125;199.9999;110.00482497;10.99945169759;200;110.00482497;0.06898194271843;1.290634266127e-10;-2.081668171172e-13;0.2875006102585;0;0;-44.76365212721;-6.184669496933e-23;9.971694880059e-26;-102.5625053584;0;0
11.0125;199.9999;110.00482497;10.99967246978;200;110.00482497;0.03678581887594;1.290634266127e-10;-2.081668171172e-13;0.1970548997509;0;0;-23.87099485257;-6.184669496933e-23;9.971694880059e-26;-79.65455348127;0;0
11.0125;199.9999;110.00482497;10.99982064353;200;110.00482497;0.01961667672613;1.290634266127e-10;-2.081668171172e-13;0.1272612311385;0;0;-12.72962254357;-6.184669496933e-23;9.971694880059e-26;-59.53741807651;0;0
11.0125;199.9999;110.00482497;10.99991038688;200;110.00482497;0.0104609335192;1.290634266127e-10;-2.081668171172e-13;0.07681722340106;0;0;-6.788292281185;-6.184669496933e-23;9.971694880059e-26;-42.44366718345;0;0
11.0125;199.9999;110.00482497;10.99996213792;200;110.00482497;0.005578474457478;1.290634266127e-10;-2.081668171172e-13;0.0414436246142;0;0;-3.619974742932;-6.184669496933e-23;9.971694880059e-26;-28.14073276273;0;0
11.0125;199.9999;110.00482497;10.99998690177;200;110.00482497;0.002974818375108;1.290634266127e-10;-2.081668171172e-13;0.0193729176788;0;0;-1.930414395353;-6.184669496933e-23;9.971694880059e-26;-16.8611828537;0;0
11.0125;199.9999;110.00482497;10.99999711616;200;110.00482497;0.001586373554665;1.290634266127e-10;-2.081668171172e-13;0.006790986749352;0;0;-1.029426999474;-6.184669496933e-23;9.971694880059e-26;-8.37244941701;0;0
11.0125;199.9999;110.00482497;10.99999969301;200;110.00482497;0.0008459612427366;1.290634266127e-10;-2.081668171172e-13;0.001465178647976;0;0;-0.5489598242721;-6.184669496933e-23;9.971694880059e-26;-2.907100492017;0;0
11.0125;199.9999;110.00482497;11;200;110.00482497;0.0004511235195636;1.290634266127e-10;-2.081668171172e-13;4.65136078715e-05;0;0;-0.2927423594086;-6.184669496933e-23;9.971694880059e-26;-0.2325680393615;0;0
11.0125;199.9999;110.00482497;11;200;110.00482497;0.0002405694470165;1.290634266127e-10;-2.081668171172e-13;0;0;0;-0.156109946854;-6.184669496933e-23;9.971694880059e-26;0;0;0
11.0125;199.9999;110.00482497;10.99999986976;200;110.00482497;0.0001282878313951;1.290634266127e-10;-2.081668171172e-13;-0.0002790816472337;0;0;-0.0832483401309;-6.184669496933e-23;9.971694880059e-26;-0.9302721574455;0;0
11.0125;199.9999;110.00482497;10.99999790689;200;110.00482497;6.841171000717e-05;1.290634266127e-10;-2.081668171172e-13;-0.003000127707762;0;0;-0.04439362304716;-6.184669496933e-23;9.971694880059e-26;-4.767644806908;0;0
11.0125;199.9999;110.00482497;10.9999901019;200;110.00482497;3.648172848151e-05;1.290634266127e-10;-2.081668171172e-13;-0.0107446434185;0;0;-0.02367367041979;-6.184669496933e-23;9.971694880059e-26;-11.39583392871;0;0
